sunspots,dates,year,month,lag_1_sunspots,lag_2_sunspots,lag_3_sunspots,lag_4_sunspots,lag_5_sunspots,lag_6_sunspots,lag_12_sunspots,lag_24_sunspots,lag_36_sunspots,avg_3_sunspots,avg_6_sunspots,avg_12_sunspots,avg_24_sunspots,avg_36_sunspots,roll_max_sunspots,roll_min_sunspots,roll_avg_sunspots,target_dates,target_sunspots
11.4,1975-06-30,1975,6,9.0,5.1,11.5,11.5,18.9,20.5,36.0,39.5,88.0,8.499999999999899,11.233333333333599,24.1333333333331,27.758333333333415,36.211111111111194,253.8,0.0,49.764863870493016,1986-03-31,
28.2,1975-07-31,1975,7,11.4,9.0,5.1,11.5,11.5,18.9,55.8,23.1,76.5,16.1999999999999,12.7833333333336,21.833333333333098,27.970833333333417,34.869444444444525,253.8,0.0,49.75693269584407,1986-04-30,
39.7,1975-08-31,1975,8,28.2,11.4,9.0,5.1,11.5,11.5,33.6,25.6,76.8,26.433333333333234,17.4833333333336,22.34166666666643,28.55833333333342,33.838888888888974,253.8,0.0,49.753235294117665,1986-05-31,
13.9,1975-09-30,1975,9,39.7,28.2,11.4,9.0,5.1,11.5,40.2,59.3,64.0,27.266666666666566,17.8833333333336,20.149999999999768,26.666666666666753,32.44722222222231,253.8,0.0,49.740058801911076,1986-06-30,
9.1,1975-10-31,1975,10,13.9,39.7,28.2,11.4,9.0,5.1,47.1,30.7,61.3,20.8999999999999,18.550000000000267,16.9833333333331,25.76666666666675,30.997222222222305,253.8,0.0,49.72512858192507,1986-07-31,
19.4,1975-11-30,1975,11,9.1,13.9,39.7,28.2,11.4,9.0,25.0,23.9,41.6,14.133333333333232,20.2833333333336,16.516666666666435,25.57916666666675,30.380555555555645,253.8,0.0,49.71399192067574,1986-08-31,
7.8,1975-12-31,1975,12,19.4,9.1,13.9,39.7,28.2,11.4,20.5,23.3,45.3,12.099999999999897,19.6833333333336,15.458333333333101,24.93333333333342,29.338888888888977,253.8,0.0,49.69860499265787,1986-09-30,
8.1,1976-01-31,1976,1,7.8,19.4,9.1,13.9,39.7,28.2,18.9,27.6,43.4,11.766666666666564,16.3333333333336,14.5583333333331,24.12083333333342,28.358333333333423,253.8,0.0,49.6833394495413,1986-10-31,
4.3,1976-02-29,1976,2,8.1,7.8,19.4,9.1,13.9,39.7,11.5,26.0,42.9,6.733333333333231,10.433333333333598,13.958333333333101,23.21666666666675,27.2861111111112,253.8,0.0,49.66669112252385,1986-11-30,
21.9,1976-03-31,1976,3,4.3,8.1,7.8,19.4,9.1,13.9,11.5,21.3,46.0,11.43333333333323,11.76666666666693,14.824999999999768,23.24166666666675,26.616666666666756,253.8,0.0,49.65650898423176,1986-12-31,
18.8,1976-04-30,1976,4,21.9,4.3,8.1,7.8,19.4,9.1,5.1,40.3,57.7,14.999999999999895,13.383333333333598,15.966666666666436,22.345833333333417,25.536111111111197,253.8,0.0,49.64519794721408,1987-01-31,
12.4,1976-05-31,1976,5,18.8,21.9,4.3,8.1,7.8,19.4,9.0,39.5,42.4,17.699999999999896,12.216666666666931,16.24999999999977,21.21666666666675,24.702777777777865,253.8,0.0,49.63155001832173,1987-02-28,
12.2,1976-06-30,1976,6,12.4,18.8,21.9,4.3,8.1,7.8,11.4,36.0,39.5,14.466666666666564,12.950000000000266,16.316666666666436,20.225000000000083,23.94444444444453,253.8,0.0,49.61783882783883,1987-03-31,
1.9,1976-07-31,1976,7,12.2,12.4,18.8,21.9,4.3,8.1,28.2,55.8,23.1,8.833333333333231,11.916666666666934,14.12499999999977,17.979166666666746,23.355555555555643,253.8,0.0,49.600366166239475,1987-04-30,
16.4,1976-08-31,1976,8,1.9,12.2,12.4,18.8,21.9,4.3,39.7,33.6,25.6,10.166666666666563,13.933333333333602,12.183333333333103,17.262500000000077,23.100000000000087,253.8,0.0,49.58821376281113,1987-05-31,
13.5,1976-09-30,1976,9,16.4,1.9,12.2,12.4,18.8,21.9,13.9,40.2,59.3,10.599999999999897,12.533333333333601,12.14999999999977,16.15000000000008,21.827777777777865,253.8,0.0,49.57500914745701,1987-06-30,
20.6,1976-10-31,1976,10,13.5,16.4,1.9,12.2,12.4,18.8,9.1,47.1,30.7,16.83333333333323,12.833333333333604,13.108333333333102,15.045833333333412,21.54722222222231,253.8,0.0,49.56441111923921,1987-07-31,
5.2,1976-11-30,1976,11,20.6,13.5,16.4,1.9,12.2,12.4,19.4,25.0,23.9,13.099999999999897,11.633333333333603,11.924999999999768,14.220833333333411,21.027777777777867,253.8,0.0,49.548190127970756,1987-08-31,
15.3,1976-12-31,1976,12,5.2,20.6,13.5,16.4,1.9,12.2,7.8,20.5,23.3,13.699999999999898,12.150000000000269,12.549999999999768,14.004166666666746,20.805555555555642,253.8,0.0,49.53567251461988,1987-09-30,
16.4,1977-01-31,1977,1,15.3,5.2,20.6,13.5,16.4,1.9,8.1,18.9,27.6,12.299999999999898,14.566666666666933,13.241666666666434,13.900000000000079,20.494444444444532,253.8,0.0,49.523565948118375,1987-10-31,
23.1,1977-02-28,1977,2,16.4,15.3,5.2,20.6,13.5,16.4,4.3,11.5,26.0,18.266666666666566,15.683333333333598,14.8083333333331,14.383333333333413,20.413888888888977,253.8,0.0,49.51391526661797,1987-11-30,
8.7,1977-03-31,1977,3,23.1,16.4,15.3,5.2,20.6,13.5,21.9,11.5,21.3,16.066666666666567,14.883333333333598,13.7083333333331,14.266666666666746,20.06388888888898,253.8,0.0,49.499014238773285,1987-12-31,
12.9,1977-04-30,1977,4,8.7,23.1,16.4,15.3,5.2,20.6,18.8,5.1,40.3,14.8999999999999,13.600000000000264,13.216666666666432,14.591666666666745,19.30277777777787,253.8,0.0,49.485656934306576,1988-01-31,
18.6,1977-05-31,1977,5,12.9,8.7,23.1,16.4,15.3,5.2,12.4,9.0,39.5,13.3999999999999,15.833333333333599,13.733333333333098,14.991666666666745,18.722222222222314,253.8,0.0,49.47438890915725,1988-02-29,
38.5,1977-06-30,1977,6,18.6,12.9,8.7,23.1,16.4,15.3,12.2,11.4,36.0,23.333333333333233,19.700000000000266,15.924999999999764,16.12083333333341,18.791666666666757,253.8,0.0,49.47038657913932,1988-03-31,
21.4,1977-07-31,1977,7,38.5,18.6,12.9,8.7,23.1,16.4,1.9,28.2,55.8,26.16666666666657,20.5333333333336,17.549999999999766,15.837500000000079,17.836111111111205,253.8,0.0,49.46015311702516,1988-04-30,
30.1,1977-08-31,1977,8,21.4,38.5,18.6,12.9,8.7,23.1,16.4,39.7,33.6,29.9999999999999,21.70000000000027,18.691666666666432,15.43750000000008,17.73888888888898,253.8,0.0,49.45309766763849,1988-05-31,
44.0,1977-09-30,1977,9,30.1,21.4,38.5,18.6,12.9,8.7,13.5,13.9,40.2,31.833333333333233,27.5833333333336,21.233333333333096,16.691666666666748,17.844444444444534,253.8,0.0,49.45111111111112,1988-06-30,
43.8,1977-10-31,1977,10,44.0,30.1,21.4,38.5,18.6,12.9,20.6,9.1,47.1,39.299999999999905,32.7333333333336,23.16666666666643,18.13750000000008,17.752777777777865,253.8,0.0,49.449053168244724,1988-07-31,
29.1,1977-11-30,1977,11,43.8,44.0,30.1,21.4,38.5,18.6,5.2,19.4,25.0,38.96666666666656,34.4833333333336,25.1583333333331,18.54166666666675,17.866666666666756,253.8,0.0,49.44164543137969,1988-08-31,
43.2,1977-12-31,1977,12,29.1,43.8,44.0,30.1,21.4,38.5,15.3,7.8,20.5,38.699999999999896,35.26666666666693,27.483333333333096,20.016666666666747,18.497222222222312,253.8,0.0,49.43937409024746,1988-09-30,
51.9,1978-01-31,1978,1,43.2,29.1,43.8,44.0,30.1,21.4,16.4,8.1,18.9,41.3999999999999,40.35000000000026,30.441666666666432,21.84166666666675,19.41388888888898,253.8,0.0,49.44026918879593,1988-10-31,
93.6,1978-02-28,1978,2,51.9,43.2,29.1,43.8,44.0,30.1,23.1,4.3,11.5,62.8999999999999,50.93333333333359,36.31666666666643,25.562500000000085,21.694444444444535,253.8,0.0,49.45632727272728,1988-11-30,
76.5,1978-03-31,1978,3,93.6,51.9,43.2,29.1,43.8,44.0,8.7,21.9,11.5,73.9999999999999,56.35000000000026,41.96666666666643,27.837500000000087,23.500000000000092,253.8,0.0,49.466157760814255,1988-12-31,
99.7,1978-04-30,1978,4,76.5,93.6,51.9,43.2,29.1,43.8,12.9,18.8,5.1,89.93333333333324,65.66666666666693,49.19999999999976,31.208333333333425,26.12777777777787,253.8,0.0,49.484411337209316,1989-01-31,
82.7,1978-05-31,1978,5,99.7,76.5,93.6,51.9,43.2,29.1,18.6,12.4,9.0,86.29999999999991,74.60000000000025,54.54166666666643,34.137500000000095,28.175000000000093,253.8,0.0,49.49647657101346,1989-02-28,
95.1,1978-06-30,1978,6,82.7,99.7,76.5,93.6,51.9,43.2,38.5,12.2,11.4,92.49999999999993,83.25000000000024,59.2583333333331,37.59166666666676,30.500000000000096,253.8,0.0,49.51303558460423,1989-03-31,
70.4,1978-07-31,1978,7,95.1,82.7,99.7,76.5,93.6,51.9,21.4,1.9,28.2,82.73333333333326,86.33333333333358,63.341666666666434,40.445833333333425,31.672222222222317,253.8,0.0,49.52061705989112,1989-04-30,
58.1,1978-08-31,1978,8,70.4,95.1,82.7,99.7,76.5,93.6,30.1,16.4,39.7,74.53333333333326,80.41666666666691,65.67499999999977,42.18333333333343,32.18333333333342,253.8,0.0,49.523730043541384,1989-05-31,
138.2,1978-09-30,1978,9,58.1,70.4,95.1,82.7,99.7,76.5,44.0,13.5,13.9,88.89999999999992,90.70000000000023,73.52499999999976,47.379166666666755,35.636111111111205,253.8,0.0,49.55589408777659,1989-06-30,
125.1,1978-10-31,1978,10,138.2,58.1,70.4,95.1,82.7,99.7,43.8,20.6,9.1,107.13333333333325,94.93333333333356,80.29999999999977,51.73333333333343,38.85833333333343,253.8,0.0,49.583284989122575,1989-07-31,
97.9,1978-11-30,1978,11,125.1,138.2,58.1,70.4,95.1,82.7,29.1,5.2,19.4,120.3999999999999,97.46666666666691,86.03333333333312,55.595833333333424,41.03888888888898,253.8,0.0,49.60079739035885,1989-08-31,
122.7,1978-12-31,1978,12,97.9,125.1,138.2,58.1,70.4,95.1,43.2,15.3,7.8,115.23333333333323,102.0666666666669,92.65833333333312,60.07083333333343,44.23055555555565,253.8,0.0,49.62728260869568,1989-09-30,
166.6,1979-01-31,1979,1,122.7,97.9,125.1,138.2,58.1,70.4,51.9,16.4,8.1,129.06666666666658,118.10000000000025,102.21666666666643,66.32916666666675,48.633333333333425,253.8,0.0,49.66964867801524,1989-10-31,
137.5,1979-02-28,1979,2,166.6,122.7,97.9,125.1,138.2,58.1,93.6,23.1,4.3,142.26666666666657,131.33333333333357,105.87499999999977,71.09583333333343,52.33333333333343,253.8,0.0,49.70144822592327,1989-11-30,
138.0,1979-03-31,1979,3,137.5,166.6,122.7,97.9,125.1,138.2,76.5,8.7,21.9,147.3666666666666,131.30000000000027,110.99999999999977,76.48333333333342,55.55833333333342,253.8,0.0,49.733405718422034,1989-12-31,
101.5,1979-04-30,1979,4,138.0,137.5,166.6,122.7,97.9,125.1,99.7,12.9,18.8,125.66666666666659,127.36666666666692,111.14999999999976,80.17500000000008,57.85555555555565,253.8,0.0,49.7521345875543,1990-01-31,
134.4,1979-05-31,1979,5,101.5,138.0,137.5,166.6,122.7,97.9,82.7,18.6,12.4,124.63333333333325,133.45000000000024,115.4583333333331,85.0000000000001,61.24444444444454,253.8,0.0,49.78274864376133,1990-02-28,
149.5,1979-06-30,1979,6,134.4,101.5,138.0,137.5,166.6,122.7,95.1,38.5,12.2,128.46666666666658,137.9166666666669,119.99166666666645,89.6250000000001,65.05833333333344,253.8,0.0,49.81879971077371,1990-03-31,
159.4,1979-07-31,1979,7,149.5,134.4,101.5,138.0,137.5,166.6,70.4,21.4,1.9,147.76666666666657,136.7166666666669,127.40833333333312,95.3750000000001,69.43333333333344,253.8,0.0,49.858402602096156,1990-04-30,
142.2,1979-08-31,1979,8,159.4,149.5,134.4,101.5,138.0,137.5,58.1,30.1,16.4,150.3666666666666,137.50000000000023,134.41666666666646,100.04583333333342,72.92777777777786,253.8,0.0,49.891763005780376,1990-05-31,
188.4,1979-09-30,1979,9,142.2,159.4,149.5,134.4,101.5,138.0,138.2,44.0,13.5,163.33333333333326,145.90000000000023,138.5999999999998,106.0625000000001,77.78611111111121,253.8,0.0,49.94178403755871,1990-06-30,
186.2,1979-10-31,1979,10,188.4,142.2,159.4,149.5,134.4,101.5,125.1,43.8,20.6,172.26666666666657,160.01666666666688,143.69166666666646,111.99583333333341,82.3861111111112,253.8,0.0,49.990974729241906,1990-07-31,
183.3,1979-11-30,1979,11,186.2,188.4,142.2,159.4,149.5,134.4,97.9,29.1,5.2,185.96666666666658,168.16666666666688,150.80833333333314,118.42083333333342,87.33333333333343,253.8,0.0,50.03908336340674,1990-08-31,
176.3,1979-12-31,1979,12,183.3,186.2,188.4,142.2,159.4,149.5,122.7,43.2,15.3,181.93333333333325,172.63333333333355,155.27499999999978,123.96666666666677,91.80555555555566,253.8,0.0,50.08463203463206,1990-09-30,
159.6,1980-01-31,1980,1,176.3,183.3,186.2,188.4,142.2,159.4,166.6,51.9,16.4,173.06666666666658,172.66666666666688,154.69166666666646,128.45416666666677,95.78333333333343,253.8,0.0,50.124125495852894,1990-10-31,
155.0,1980-02-29,1980,2,159.6,176.3,183.3,186.2,188.4,142.2,137.5,93.6,23.1,163.63333333333324,174.8000000000002,156.14999999999978,131.0125000000001,99.44722222222232,253.8,0.0,50.16193222782987,1990-11-30,
126.2,1980-03-31,1980,3,155.0,159.6,176.3,183.3,186.2,188.4,138.0,76.5,8.7,146.93333333333322,164.43333333333356,155.16666666666646,133.08333333333343,102.71111111111121,253.8,0.0,50.189333333333366,1990-12-31,
164.1,1980-04-30,1980,4,126.2,155.0,159.6,176.3,183.3,186.2,101.5,99.7,12.9,148.43333333333325,160.75000000000026,160.38333333333313,135.76666666666677,106.91111111111121,253.8,0.0,50.230367435158534,1991-01-31,
179.9,1980-05-31,1980,5,164.1,126.2,155.0,159.6,176.3,183.3,134.4,82.7,18.6,156.73333333333323,160.18333333333356,164.17499999999978,139.81666666666678,111.39166666666677,253.8,0.0,50.27706157724166,1991-02-28,
157.3,1980-06-30,1980,6,179.9,164.1,126.2,155.0,159.6,176.3,149.5,95.1,38.5,167.0999999999999,157.01666666666688,164.8249999999998,142.40833333333345,114.69166666666676,253.8,0.0,50.31558675305978,1991-03-31,
136.3,1980-07-31,1980,7,157.3,179.9,164.1,126.2,155.0,159.6,159.4,70.4,21.4,157.83333333333323,153.13333333333355,162.89999999999978,145.15416666666678,117.88333333333344,253.8,0.0,50.34652752788775,1991-04-30,
135.4,1980-08-31,1980,8,136.3,157.3,179.9,164.1,126.2,155.0,142.2,58.1,30.1,142.9999999999999,149.86666666666687,162.33333333333312,148.37500000000014,120.80833333333342,253.8,0.0,50.37712230215829,1991-05-31,
155.0,1980-09-30,1980,9,135.4,136.3,157.3,179.9,164.1,126.2,188.4,138.2,44.0,142.2333333333332,154.66666666666688,159.54999999999976,149.07500000000013,123.89166666666675,253.8,0.0,50.41474289823806,1991-06-30,
164.7,1980-10-31,1980,10,155.0,135.4,136.3,157.3,179.9,164.1,186.2,125.1,43.8,151.69999999999987,154.76666666666688,157.7583333333331,150.72500000000014,127.25000000000007,253.8,0.0,50.45582314881383,1991-07-31,
147.9,1980-11-30,1980,11,164.7,155.0,135.4,136.3,157.3,179.9,183.3,97.9,29.1,155.86666666666653,149.43333333333354,154.8083333333331,152.80833333333348,130.55000000000007,253.8,0.0,50.49083722601511,1991-08-31,
174.4,1980-12-31,1980,12,147.9,164.7,155.0,135.4,136.3,157.3,176.3,122.7,43.2,162.33333333333317,152.28333333333356,154.64999999999978,154.96250000000015,134.19444444444449,253.8,0.0,50.53534482758623,1991-09-30,
114.0,1981-01-31,1981,1,174.4,147.9,164.7,155.0,135.4,136.3,159.6,166.6,51.9,145.4333333333332,148.56666666666686,150.8499999999998,152.77083333333348,135.9194444444445,253.8,0.0,50.55813285457812,1991-10-31,
141.3,1981-02-28,1981,2,114.0,174.4,147.9,164.7,155.0,135.4,155.0,137.5,93.6,143.23333333333318,149.5500000000002,149.70833333333312,152.92916666666682,137.2444444444445,253.8,0.0,50.590703517587954,1991-11-30,
135.5,1981-03-31,1981,3,141.3,114.0,174.4,147.9,164.7,155.0,126.2,138.0,76.5,130.2666666666665,146.3000000000002,150.48333333333312,152.82500000000016,138.88333333333338,253.8,0.0,50.6211697165411,1991-12-31,
156.4,1981-04-30,1981,4,135.5,141.3,114.0,174.4,147.9,164.7,164.1,101.5,99.7,144.39999999999984,144.91666666666688,149.84166666666647,155.11250000000015,140.45833333333337,253.8,0.0,50.65911047345769,1992-01-31,
127.5,1981-05-31,1981,5,156.4,135.5,141.3,114.0,174.4,147.9,179.9,134.4,82.7,139.7999999999998,141.51666666666688,145.4749999999998,154.82500000000016,141.70277777777784,253.8,0.0,50.68666188598065,1992-02-29,
90.0,1981-06-30,1981,6,127.5,156.4,135.5,141.3,114.0,174.4,157.3,149.5,95.1,124.63333333333316,127.45000000000022,139.86666666666648,152.3458333333335,141.56111111111116,253.8,0.0,50.70075268817205,1992-03-31,
143.8,1981-07-31,1981,7,90.0,127.5,156.4,135.5,141.3,114.0,136.3,159.4,70.4,120.43333333333317,132.41666666666688,140.49166666666648,151.6958333333335,143.60000000000005,253.8,0.0,50.73410963812255,1992-04-30,
158.7,1981-08-31,1981,8,143.8,90.0,127.5,156.4,135.5,141.3,135.4,142.2,58.1,130.83333333333317,135.31666666666692,142.43333333333314,152.3833333333335,146.3944444444445,253.8,0.0,50.77277936962752,1992-05-31,
167.3,1981-09-30,1981,9,158.7,143.8,90.0,127.5,156.4,135.5,155.0,188.4,138.2,156.59999999999982,140.6166666666669,143.45833333333312,151.50416666666683,147.20277777777784,253.8,0.0,50.81450053705694,1992-06-30,
162.4,1981-10-31,1981,10,167.3,158.7,143.8,90.0,127.5,156.4,164.7,186.2,125.1,162.79999999999984,141.6166666666669,143.26666666666645,150.5125000000002,148.23888888888894,253.8,0.0,50.85443808160344,1992-07-31,
137.5,1981-11-30,1981,11,162.4,167.3,158.7,143.8,90.0,127.5,147.9,183.3,97.9,155.73333333333318,143.28333333333356,142.39999999999978,148.60416666666683,149.33888888888893,253.8,0.0,50.88543828264759,1992-08-31,
150.1,1981-12-31,1981,12,137.5,162.4,167.3,158.7,143.8,90.0,174.4,176.3,122.7,149.99999999999986,153.30000000000024,140.37499999999977,147.51250000000016,150.10000000000005,253.8,0.0,50.92092274678112,1992-09-30,
111.2,1982-01-31,1982,1,150.1,137.5,162.4,167.3,158.7,143.8,114.0,159.6,166.6,132.9333333333332,147.8666666666669,140.14166666666645,145.49583333333348,148.56111111111116,253.8,0.0,50.94247407937077,1992-10-31,
163.6,1982-02-28,1982,2,111.2,150.1,137.5,162.4,167.3,158.7,141.3,155.0,137.5,141.63333333333318,148.68333333333356,141.99999999999977,145.85416666666683,149.28611111111115,253.8,0.0,50.982737669764134,1992-11-30,
153.8,1982-03-31,1982,3,163.6,111.2,150.1,137.5,162.4,167.3,135.5,126.2,138.0,142.8666666666665,146.43333333333354,143.52499999999978,147.00416666666683,149.72500000000005,253.8,0.0,51.01947123972848,1992-12-31,
122.0,1982-04-30,1982,4,153.8,163.6,111.2,150.1,137.5,162.4,156.4,164.1,101.5,146.4666666666665,139.70000000000022,140.6583333333331,145.25000000000017,150.2944444444445,253.8,0.0,51.04482142857144,1993-01-31,
82.2,1982-05-31,1982,5,122.0,153.8,163.6,111.2,150.1,137.5,127.5,179.9,134.4,119.33333333333316,130.48333333333355,136.8833333333331,141.17916666666682,148.84444444444452,253.8,0.0,51.05594430560515,1993-02-28,
110.4,1982-06-30,1982,6,82.2,122.0,153.8,163.6,111.2,150.1,90.0,157.3,149.5,104.86666666666649,123.86666666666689,138.58333333333312,139.22500000000016,147.75833333333338,253.8,0.0,51.07712348322628,1993-03-31,
106.1,1982-07-31,1982,7,110.4,82.2,122.0,153.8,163.6,111.2,143.8,136.3,159.4,99.56666666666649,123.01666666666688,135.44166666666644,137.9666666666668,146.27777777777786,253.8,0.0,51.096753478416,1993-04-30,
107.6,1982-08-31,1982,8,106.1,110.4,82.2,122.0,153.8,163.6,158.7,135.4,142.2,108.03333333333315,113.68333333333355,131.18333333333308,136.80833333333348,145.31666666666675,253.8,0.0,51.11690442225394,1993-05-31,
118.8,1982-09-30,1982,9,107.6,106.1,110.4,82.2,122.0,153.8,167.3,155.0,188.4,110.83333333333314,107.85000000000021,127.14166666666642,135.30000000000015,143.38333333333344,253.8,0.0,51.141033868092705,1993-06-30,
94.7,1982-10-31,1982,10,118.8,107.6,106.1,110.4,82.2,122.0,162.4,164.7,186.2,107.03333333333315,103.30000000000022,121.49999999999976,132.38333333333347,140.84166666666678,253.8,0.0,51.1565573770492,1993-07-31,
98.1,1982-11-30,1982,11,94.7,118.8,107.6,106.1,110.4,82.2,137.5,147.9,183.3,103.86666666666649,105.95000000000022,118.21666666666641,130.30833333333348,138.4750000000001,253.8,0.0,51.173281083006785,1993-08-31,
127.0,1982-12-31,1982,12,98.1,94.7,118.8,107.6,106.1,110.4,150.1,174.4,176.3,106.59999999999981,108.71666666666688,116.29166666666642,128.33333333333346,137.10555555555567,253.8,0.0,51.20028490028492,1993-09-30,
