sunspots,dates,year,month,lag_1_sunspots,lag_2_sunspots,lag_3_sunspots,lag_4_sunspots,lag_5_sunspots,lag_6_sunspots,lag_12_sunspots,lag_24_sunspots,lag_36_sunspots,avg_3_sunspots,avg_6_sunspots,avg_12_sunspots,avg_24_sunspots,avg_36_sunspots,roll_max_sunspots,roll_min_sunspots,roll_avg_sunspots,target_dates,target_sunspots
0.0,1754-01-31,1754,1,6.7,20.0,25.0,28.0,39.0,22.2,44.0,35.0,70.0,8.899999999999983,19.783333333333367,27.02500000000001,37.7875,40.105555555555554,158.6,0.0,57.14098360655737,1764-11-30,26.0
3.0,1754-02-28,1754,2,0.0,6.7,20.0,25.0,28.0,39.0,32.0,50.0,43.5,3.233333333333315,13.783333333333367,24.608333333333345,35.82916666666667,38.980555555555554,158.6,0.0,56.26774193548386,1764-12-31,25.7
1.7,1754-03-31,1754,3,3.0,0.0,6.7,20.0,25.0,28.0,45.7,71.0,45.3,1.5666666666666487,9.400000000000034,20.941666666666677,32.94166666666667,37.769444444444446,158.6,0.0,55.40158730158729,1765-01-31,24.0
13.7,1754-04-30,1754,4,1.7,3.0,0.0,6.7,20.0,25.0,38.0,59.3,56.4,6.133333333333315,7.516666666666701,18.916666666666675,31.041666666666675,36.583333333333336,158.6,0.0,54.749999999999986,1765-02-28,26.0
20.7,1754-05-31,1754,5,13.7,1.7,3.0,0.0,6.7,20.0,36.0,59.7,60.7,12.033333333333315,7.633333333333368,17.641666666666676,29.416666666666675,35.47222222222222,158.6,0.0,54.22615384615383,1765-03-31,25.0
26.7,1754-06-30,1754,6,20.7,13.7,1.7,3.0,0.0,6.7,31.7,39.6,50.7,20.366666666666646,10.966666666666702,17.22500000000001,28.879166666666677,34.80555555555556,158.6,0.0,53.80909090909089,1765-04-30,22.0
18.8,1754-07-31,1754,7,26.7,20.7,13.7,1.7,3.0,0.0,22.2,78.4,66.3,22.066666666666645,14.100000000000035,16.941666666666677,26.395833333333343,33.486111111111114,158.6,0.0,53.28656716417909,1765-05-31,20.2
12.3,1754-08-31,1754,8,18.8,26.7,20.7,13.7,1.7,3.0,39.0,29.3,59.8,19.26666666666664,15.650000000000034,14.716666666666677,25.68750000000001,32.166666666666664,158.6,0.0,52.683823529411754,1765-06-30,20.0
8.2,1754-09-30,1754,9,12.3,18.8,26.7,20.7,13.7,1.7,28.0,27.1,23.5,13.099999999999975,16.733333333333366,13.066666666666677,24.90000000000001,31.741666666666667,158.6,0.0,52.03913043478259,1765-07-31,27.0
24.1,1754-10-31,1754,10,8.2,12.3,18.8,26.7,20.7,13.7,25.0,46.6,23.2,14.86666666666664,18.4666666666667,12.991666666666676,23.96250000000001,31.766666666666666,158.6,0.0,51.639999999999986,1765-08-31,29.7
13.2,1754-11-30,1754,11,24.1,8.2,12.3,18.8,26.7,20.7,20.0,37.6,28.5,15.166666666666643,17.2166666666667,12.42500000000001,22.945833333333344,31.341666666666665,158.6,0.0,51.098591549295755,1765-09-30,16.0
4.2,1754-12-31,1754,12,13.2,24.1,8.2,12.3,18.8,26.7,6.7,40.0,44.0,13.833333333333309,13.466666666666702,12.216666666666676,21.45416666666668,30.23611111111111,158.6,0.0,50.4472222222222,1765-10-31,14.0
10.2,1755-01-31,1755,1,4.2,13.2,24.1,8.2,12.3,18.8,0.0,44.0,35.0,9.199999999999976,12.033333333333369,13.066666666666675,20.045833333333345,29.547222222222224,158.6,0.0,49.89589041095888,1765-11-30,14.0
11.2,1755-02-28,1755,2,10.2,4.2,13.2,24.1,8.2,12.3,3.0,32.0,50.0,8.533333333333308,11.850000000000037,13.750000000000007,19.179166666666678,28.46944444444445,158.6,0.0,49.372972972972946,1765-12-31,13.0
6.8,1755-03-31,1755,3,11.2,10.2,4.2,13.2,24.1,8.2,1.7,45.7,71.0,9.399999999999975,11.616666666666703,14.17500000000001,17.558333333333348,26.686111111111114,158.6,0.0,48.80533333333331,1766-01-31,12.0
6.5,1755-04-30,1755,4,6.8,11.2,10.2,4.2,13.2,24.1,13.7,38.0,59.3,8.166666666666643,8.683333333333369,13.57500000000001,16.245833333333348,25.21944444444445,158.6,0.0,48.24868421052629,1766-02-28,11.0
0.0,1755-05-31,1755,5,6.5,6.8,11.2,10.2,4.2,13.2,20.7,36.0,59.7,4.43333333333331,6.48333333333337,11.85000000000001,14.745833333333346,23.561111111111114,158.6,0.0,47.6220779220779,1766-03-31,36.6
0.0,1755-06-30,1755,6,0.0,6.5,6.8,11.2,10.2,4.2,26.7,31.7,39.6,2.1666666666666434,5.78333333333337,9.62500000000001,13.425000000000013,22.461111111111112,158.6,0.0,47.01153846153844,1766-04-30,6.0
8.6,1755-07-31,1755,7,0.0,0.0,6.5,6.8,11.2,10.2,18.8,22.2,78.4,2.8666666666666436,5.516666666666702,8.775000000000011,12.858333333333348,20.522222222222226,158.6,0.0,46.52531645569618,1766-05-31,26.8
3.2,1755-08-31,1755,8,8.6,0.0,0.0,6.5,6.8,11.2,12.3,39.0,29.3,3.93333333333331,4.183333333333369,8.016666666666678,11.366666666666681,19.797222222222228,158.6,0.0,45.98374999999997,1766-06-30,3.0
17.8,1755-09-30,1755,9,3.2,8.6,0.0,0.0,6.5,6.8,8.2,28.0,27.1,9.866666666666644,6.016666666666702,8.816666666666677,10.941666666666682,19.53888888888889,158.6,0.0,45.63580246913578,1766-07-31,3.3
23.7,1755-10-31,1755,10,17.8,3.2,8.6,0.0,0.0,6.5,24.1,25.0,46.6,14.899999999999977,8.883333333333368,8.783333333333344,10.887500000000015,18.902777777777782,158.6,0.0,45.36829268292681,1766-08-31,4.0
6.8,1755-11-30,1755,11,23.7,17.8,3.2,8.6,0.0,0.0,13.2,20.0,37.6,16.099999999999977,10.016666666666701,8.25000000000001,10.337500000000015,18.047222222222224,158.6,0.0,44.9036144578313,1766-09-30,4.3
20.0,1755-12-31,1755,12,6.8,23.7,17.8,3.2,8.6,0.0,4.2,6.7,40.0,16.83333333333331,13.350000000000035,9.566666666666677,10.891666666666682,17.491666666666667,158.6,0.0,44.60714285714283,1766-10-31,5.0
12.5,1756-01-31,1756,1,20.0,6.8,23.7,17.8,3.2,8.6,10.2,0.0,44.0,13.099999999999975,14.000000000000036,9.758333333333344,11.412500000000016,16.616666666666667,158.6,0.0,44.22941176470586,1766-11-30,5.7
7.1,1756-02-29,1756,2,12.5,20.0,6.8,23.7,17.8,3.2,11.2,3.0,32.0,13.199999999999976,14.650000000000034,9.416666666666677,11.58333333333335,15.925000000000002,158.6,0.0,43.79767441860463,1766-12-31,19.2
5.4,1756-03-31,1756,3,7.1,12.5,20.0,6.8,23.7,17.8,6.8,1.7,45.7,8.333333333333309,12.58333333333337,9.30000000000001,11.737500000000017,14.805555555555555,158.6,0.0,43.35632183908044,1767-01-31,27.4
9.4,1756-04-30,1756,4,5.4,7.1,12.5,20.0,6.8,23.7,6.5,13.7,38.0,7.299999999999976,10.200000000000035,9.541666666666677,11.55833333333335,14.011111111111111,158.6,0.0,42.97045454545452,1767-02-28,30.0
12.5,1756-05-31,1756,5,9.4,5.4,7.1,12.5,20.0,6.8,0.0,20.7,36.0,9.099999999999975,11.150000000000034,10.583333333333345,11.216666666666683,13.358333333333333,158.6,0.0,42.62808988764043,1767-03-31,43.0
12.9,1756-06-30,1756,6,12.5,9.4,5.4,7.1,12.5,20.0,0.0,26.7,31.7,11.599999999999975,9.9666666666667,11.658333333333344,10.641666666666683,12.83611111111111,158.6,0.0,42.29777777777776,1767-04-30,32.9
3.6,1756-07-31,1756,7,12.9,12.5,9.4,5.4,7.1,12.5,8.6,18.8,22.2,9.666666666666643,8.483333333333368,11.241666666666676,10.008333333333349,12.319444444444445,158.6,0.0,41.87252747252745,1767-05-31,29.8
6.4,1756-08-31,1756,8,3.6,12.9,12.5,9.4,5.4,7.1,3.2,12.3,39.0,7.633333333333309,8.366666666666701,11.508333333333345,9.762500000000015,11.413888888888888,158.6,0.0,41.48695652173911,1767-06-30,33.3
11.8,1756-09-30,1756,9,6.4,3.6,12.9,12.5,9.4,5.4,17.8,8.2,28.0,7.266666666666642,9.433333333333367,11.008333333333345,9.912500000000017,10.963888888888889,158.6,0.0,41.16774193548385,1767-07-31,21.9
14.3,1756-10-31,1756,10,11.8,6.4,3.6,12.9,12.5,9.4,23.7,24.1,25.0,10.833333333333309,10.250000000000036,10.22500000000001,9.504166666666684,10.666666666666666,158.6,0.0,40.88191489361701,1767-08-31,40.8
17.0,1756-11-30,1756,11,14.3,11.8,6.4,3.6,12.9,12.5,6.8,13.2,20.0,14.366666666666644,11.000000000000036,11.075000000000012,9.662500000000017,10.583333333333334,158.6,0.0,40.63052631578946,1767-09-30,42.7
9.4,1756-12-31,1756,12,17.0,14.3,11.8,6.4,3.6,12.9,20.0,4.2,6.7,13.566666666666643,10.416666666666702,10.191666666666679,9.879166666666686,10.658333333333333,158.6,0.0,40.30520833333332,1767-10-31,44.1
14.1,1757-01-31,1757,1,9.4,17.0,14.3,11.8,6.4,3.6,12.5,10.2,0.0,13.499999999999977,12.166666666666702,10.325000000000012,10.041666666666686,11.05,158.6,0.0,40.03505154639174,1767-11-30,54.7
21.2,1757-02-28,1757,2,14.1,9.4,17.0,14.3,11.8,6.4,7.1,11.2,3.0,14.899999999999977,14.633333333333368,11.500000000000012,10.458333333333352,11.555555555555555,158.6,0.0,39.84285714285713,1767-12-31,53.3
26.2,1757-03-31,1757,3,21.2,14.1,9.4,17.0,14.3,11.8,5.4,6.8,1.7,20.499999999999975,17.03333333333337,13.233333333333343,11.266666666666685,12.23611111111111,158.6,0.0,39.70505050505049,1768-01-31,53.5
30.0,1757-04-30,1757,4,26.2,21.2,14.1,9.4,17.0,14.3,9.4,6.5,13.7,25.799999999999972,19.650000000000038,14.95000000000001,12.245833333333351,12.68888888888889,158.6,0.0,39.60799999999998,1768-02-29,66.1
38.1,1757-05-31,1757,5,30.0,26.2,21.2,14.1,9.4,17.0,12.5,0.0,20.7,31.43333333333331,23.166666666666703,17.083333333333343,13.833333333333352,13.172222222222224,158.6,0.0,39.59306930693067,1768-03-31,46.3
12.8,1757-06-30,1757,6,38.1,30.0,26.2,21.2,14.1,9.4,12.9,0.0,26.7,26.96666666666664,23.733333333333373,17.07500000000001,14.366666666666687,12.786111111111113,158.6,0.0,39.33039215686273,1768-04-30,42.7
25.0,1757-07-31,1757,7,12.8,38.1,30.0,26.2,21.2,14.1,3.6,8.6,18.8,25.299999999999972,25.55000000000004,18.858333333333345,15.050000000000018,12.958333333333336,158.6,0.0,39.191262135922315,1768-05-31,77.7
51.3,1757-08-31,1757,8,25.0,12.8,38.1,30.0,26.2,21.2,6.4,3.2,12.3,29.69999999999997,30.56666666666671,22.60000000000001,17.054166666666685,14.041666666666668,158.6,0.0,39.30769230769229,1768-06-30,77.4
39.7,1757-09-30,1757,9,51.3,25.0,12.8,38.1,30.0,26.2,11.8,17.8,8.2,38.666666666666636,32.81666666666671,24.925000000000008,17.966666666666686,14.91666666666667,158.6,0.0,39.311428571428564,1768-07-31,52.6
32.5,1757-10-31,1757,10,39.7,51.3,25.0,12.8,38.1,30.0,14.3,23.7,24.1,41.166666666666636,33.23333333333338,26.441666666666674,18.333333333333353,15.150000000000002,158.6,0.0,39.247169811320745,1768-08-31,66.8
64.7,1757-11-30,1757,11,32.5,39.7,51.3,25.0,12.8,38.1,17.0,6.8,13.2,45.633333333333304,37.666666666666714,30.41666666666667,20.74583333333335,16.58055555555556,158.6,0.0,39.48504672897195,1768-09-30,74.8
33.5,1757-12-31,1757,12,64.7,32.5,39.7,51.3,25.0,12.8,9.4,20.0,4.2,43.56666666666664,41.11666666666671,32.425000000000004,21.30833333333335,17.394444444444446,158.6,0.0,39.429629629629616,1768-10-31,77.8
37.6,1758-01-31,1758,1,33.5,64.7,32.5,39.7,51.3,25.0,14.1,12.5,10.2,45.266666666666644,43.21666666666672,34.38333333333334,22.354166666666686,18.155555555555555,158.6,0.0,39.41284403669724,1768-11-30,90.6
52.0,1758-02-28,1758,2,37.6,33.5,64.7,32.5,39.7,51.3,21.2,7.1,11.2,41.03333333333331,43.33333333333338,36.95000000000001,24.22500000000002,19.288888888888888,158.6,0.0,39.52727272727272,1768-12-31,111.8
49.0,1758-03-31,1758,3,52.0,37.6,33.5,64.7,32.5,39.7,26.2,5.4,6.8,46.19999999999997,44.88333333333338,38.85000000000001,26.041666666666686,20.461111111111112,158.6,0.0,39.6126126126126,1769-01-31,73.9
72.3,1758-04-30,1758,4,49.0,52.0,37.6,33.5,64.7,32.5,30.0,9.4,6.5,57.76666666666663,51.516666666666715,42.37500000000001,28.66250000000002,22.288888888888888,158.6,0.0,39.904464285714276,1769-02-28,64.2
46.4,1758-05-31,1758,5,72.3,49.0,52.0,37.6,33.5,64.7,38.1,12.5,0.0,55.89999999999997,48.46666666666672,43.06666666666667,30.075000000000017,23.577777777777776,158.6,0.0,39.96194690265486,1769-03-31,64.3
45.0,1758-06-30,1758,6,46.4,72.3,49.0,52.0,37.6,33.5,12.8,12.9,0.0,54.566666666666634,50.38333333333338,45.75,31.41250000000002,24.827777777777776,158.6,0.0,40.00614035087718,1769-04-30,96.7
44.0,1758-07-31,1758,7,45.0,46.4,72.3,49.0,52.0,37.6,25.0,3.6,8.6,45.133333333333304,51.450000000000045,47.333333333333336,33.09583333333335,25.81111111111111,158.6,0.0,40.040869565217385,1769-05-31,73.6
38.7,1758-08-31,1758,8,44.0,45.0,46.4,72.3,49.0,52.0,51.3,6.4,3.2,42.56666666666664,49.23333333333338,46.28333333333334,34.441666666666684,26.79722222222222,158.6,0.0,40.02931034482758,1769-06-30,94.4
62.5,1758-09-30,1758,9,38.7,44.0,45.0,46.4,72.3,49.0,39.7,11.8,17.8,48.39999999999998,51.48333333333338,48.18333333333334,36.55416666666669,28.038888888888888,158.6,0.0,40.22136752136751,1769-07-31,118.6
37.7,1758-10-31,1758,10,62.5,38.7,44.0,45.0,46.4,72.3,32.5,14.3,23.7,46.299999999999976,45.716666666666704,48.616666666666674,37.52916666666669,28.427777777777777,158.6,0.0,40.19999999999999,1769-08-31,120.3
43.0,1758-11-30,1758,11,37.7,62.5,38.7,44.0,45.0,46.4,64.7,17.0,6.8,47.73333333333331,45.150000000000034,46.80833333333334,38.612500000000026,29.43333333333333,158.6,0.0,40.223529411764694,1769-09-30,148.8
43.0,1758-12-31,1758,12,43.0,37.7,62.5,38.7,44.0,45.0,33.5,9.4,20.0,41.23333333333331,44.8166666666667,47.6,40.012500000000024,30.07222222222222,158.6,0.0,40.246666666666655,1769-10-31,158.2
48.3,1759-01-31,1759,1,43.0,43.0,37.7,62.5,38.7,44.0,37.6,14.1,12.5,44.766666666666644,45.53333333333337,48.49166666666667,41.43750000000002,31.066666666666663,158.6,0.0,40.31322314049586,1769-11-30,148.1
44.0,1759-02-28,1759,2,48.3,43.0,43.0,37.7,62.5,38.7,52.0,21.2,7.1,45.09999999999997,46.41666666666671,47.824999999999996,42.387500000000024,32.09166666666667,158.6,0.0,40.34344262295081,1769-12-31,112.0
46.8,1759-03-31,1759,3,44.0,48.3,43.0,43.0,37.7,62.5,49.0,26.2,5.4,46.36666666666664,43.80000000000004,47.64166666666666,43.24583333333336,33.24166666666666,158.6,0.0,40.39593495934958,1770-01-31,104.0
47.0,1759-04-30,1759,4,46.8,44.0,48.3,43.0,43.0,37.7,72.3,30.0,9.4,45.9333333333333,45.350000000000044,45.533333333333324,43.95416666666669,34.286111111111104,158.6,0.0,40.449193548387086,1770-02-28,142.5
49.0,1759-05-31,1759,5,47.0,46.8,44.0,48.3,43.0,43.0,46.4,38.1,12.5,47.599999999999966,46.350000000000044,45.74999999999999,44.40833333333336,35.29999999999999,158.6,0.0,40.517599999999995,1770-03-31,80.1
50.0,1759-06-30,1759,6,49.0,47.0,46.8,44.0,48.3,43.0,45.0,12.8,12.9,48.66666666666663,47.51666666666671,46.16666666666666,45.958333333333364,36.33055555555555,158.6,0.0,40.592857142857135,1770-04-30,51.0
51.0,1759-07-31,1759,7,50.0,49.0,47.0,46.8,44.0,48.3,44.0,25.0,3.6,49.999999999999964,47.966666666666704,46.74999999999999,47.04166666666669,37.64722222222221,158.6,0.0,40.67480314960629,1770-05-31,70.1
71.3,1759-08-31,1759,8,51.0,50.0,49.0,47.0,46.8,44.0,38.7,51.3,6.4,57.4333333333333,52.51666666666671,49.46666666666665,47.87500000000003,39.44999999999999,158.6,0.0,40.91406249999999,1770-06-30,83.3
77.2,1759-09-30,1759,9,71.3,51.0,50.0,49.0,47.0,46.8,62.5,39.7,11.8,66.49999999999996,57.58333333333337,50.691666666666656,49.43750000000003,41.26666666666666,158.6,0.0,41.195348837209295,1770-07-31,109.8
59.7,1759-10-31,1759,10,77.2,71.3,51.0,50.0,49.0,47.0,37.7,32.5,14.3,69.39999999999996,59.70000000000004,52.524999999999984,50.57083333333336,42.52777777777777,158.6,0.0,41.3376923076923,1770-08-31,126.3
46.3,1759-11-30,1759,11,59.7,77.2,71.3,51.0,50.0,49.0,43.0,64.7,17.0,61.06666666666663,59.250000000000036,52.79999999999998,49.804166666666696,43.34166666666666,158.6,0.0,41.37557251908396,1770-09-30,104.4
57.0,1759-12-31,1759,12,46.3,59.7,77.2,71.3,51.0,50.0,43.0,33.5,9.4,54.33333333333329,60.41666666666671,53.96666666666665,50.78333333333336,44.66388888888888,158.6,0.0,41.493939393939385,1770-10-31,103.6
67.3,1760-01-31,1760,1,57.0,46.3,59.7,77.2,71.3,51.0,48.3,37.6,14.1,56.866666666666625,63.133333333333375,55.54999999999998,52.020833333333364,46.14166666666666,158.6,0.0,41.68796992481202,1770-11-30,132.2
59.5,1760-02-29,1760,2,67.3,57.0,46.3,59.7,77.2,71.3,44.0,52.0,21.2,61.26666666666663,61.16666666666671,56.84166666666665,52.333333333333364,47.20555555555555,158.6,0.0,41.82089552238805,1770-12-31,102.3
74.7,1760-03-31,1760,3,59.5,67.3,57.0,46.3,59.7,77.2,46.8,49.0,26.2,67.16666666666663,60.750000000000036,59.16666666666666,53.4041666666667,48.55277777777777,158.6,0.0,42.06444444444443,1771-01-31,36.0
58.3,1760-04-30,1760,4,74.7,59.5,67.3,57.0,46.3,59.7,47.0,72.3,30.0,64.16666666666663,60.51666666666671,60.10833333333332,52.82083333333336,49.338888888888874,158.6,0.0,42.18382352941176,1771-02-28,46.2
72.0,1760-05-31,1760,5,58.3,74.7,59.5,67.3,57.0,46.3,49.0,46.4,38.1,68.3333333333333,64.80000000000004,62.024999999999984,53.887500000000024,50.280555555555544,158.6,0.0,42.40145985401459,1771-03-31,46.7
48.3,1760-06-30,1760,6,72.0,58.3,74.7,59.5,67.3,57.0,50.0,45.0,12.8,59.5333333333333,63.350000000000044,61.88333333333332,54.02500000000003,51.26666666666666,158.6,0.0,42.44420289855072,1771-04-30,64.9
66.0,1760-07-31,1760,7,48.3,72.0,58.3,74.7,59.5,67.3,51.0,44.0,25.0,62.099999999999966,63.133333333333375,63.13333333333332,54.94166666666669,52.405555555555544,158.6,0.0,42.613669064748194,1771-05-31,152.7
75.6,1760-08-31,1760,8,66.0,48.3,72.0,58.3,74.7,59.5,71.3,38.7,51.3,63.29999999999996,65.8166666666667,63.49166666666665,56.479166666666686,53.08055555555555,158.6,0.0,42.84928571428571,1771-06-30,119.5
61.3,1760-09-30,1760,9,75.6,66.0,48.3,72.0,58.3,74.7,77.2,62.5,39.7,67.63333333333331,63.58333333333337,62.16666666666665,56.42916666666668,53.68055555555554,158.6,0.0,42.98014184397163,1771-07-31,67.7
50.6,1760-10-31,1760,10,61.3,75.6,66.0,48.3,72.0,58.3,59.7,37.7,32.5,62.49999999999997,62.30000000000004,61.40833333333331,56.966666666666676,54.183333333333316,158.6,0.0,43.03380281690141,1771-08-31,58.5
59.7,1760-11-30,1760,11,50.6,61.3,75.6,66.0,48.3,72.0,46.3,43.0,64.7,57.19999999999997,60.250000000000036,62.524999999999984,57.662500000000016,54.04444444444443,158.6,0.0,43.15034965034965,1771-09-30,101.4
61.0,1760-12-31,1760,12,59.7,50.6,61.3,75.6,66.0,48.3,57.0,43.0,33.5,57.099999999999966,62.3666666666667,62.85833333333332,58.412500000000016,54.808333333333316,158.6,0.0,43.27430555555556,1771-10-31,90.0
70.0,1761-01-31,1761,1,61.0,59.7,50.6,61.3,75.6,66.0,67.3,48.3,37.6,63.566666666666634,63.03333333333337,63.08333333333332,59.316666666666684,55.70833333333332,158.6,0.0,43.45862068965517,1771-11-30,99.7
91.0,1761-02-28,1761,2,70.0,61.0,59.7,50.6,61.3,75.6,59.5,44.0,52.0,73.99999999999996,65.60000000000004,65.70833333333333,61.27500000000001,56.79166666666666,158.6,0.0,43.784246575342465,1771-12-31,95.7
80.7,1761-03-31,1761,3,91.0,70.0,61.0,59.7,50.6,61.3,74.7,46.8,49.0,80.56666666666662,68.83333333333337,66.20833333333333,62.68750000000002,57.6722222222222,158.6,0.0,44.035374149659866,1772-01-31,100.9
71.7,1761-04-30,1761,4,80.7,91.0,70.0,61.0,59.7,50.6,58.3,47.0,72.3,81.13333333333328,72.35000000000004,67.325,63.71666666666669,57.65555555555554,158.6,0.0,44.222297297297295,1772-02-29,90.8
107.2,1761-05-31,1761,5,71.7,80.7,91.0,70.0,61.0,59.7,72.0,49.0,46.4,86.53333333333329,80.2666666666667,70.25833333333334,66.1416666666667,59.34444444444442,158.6,0.0,44.64496644295301,1772-03-31,31.1
99.3,1761-06-30,1761,6,107.2,71.7,80.7,91.0,70.0,61.0,48.3,50.0,45.0,92.73333333333329,86.65000000000003,74.50833333333334,68.19583333333335,60.85277777777776,158.6,0.0,45.00933333333333,1772-04-30,92.2
